s-gold-supplier-year-icon,unit,title,title href,icon-link,icon-link href,cd href,vr,vr href,ui2-tag href,ui2-tag-body,ui2-tag href 2,ui2-tag-body 2,ui2-tag href 3,ui2-tag-body 3,img-thumb href,product,product 2,product 3,product 4,img-thumb href 2,product 5,product 6,product 7,product 8,img-thumb href 3,product 9,product 10,product 11,name,seller-star-level__container href,name 2,value,name 3,ellipsis,name 4,ellipsis 2,name 5,value 3,ellipsis 3,ellipsis 4,ellipsis 5,lab,lab 2,num,button href,alitalk-unit
1,YR,"Huizhou Yundaxin Technology Co., Ltd.",http://yundaxin.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://yundaxin.en.alibaba.com/contactinfo.html,Video,http://yundaxin.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Full Customization,https://activity.alibaba.com/sale/suppliertags.html,Supplier Assessment Procedures,https://activity.alibaba.com/sale/suppliertags.html,Process Control Expertise,https://www.alibaba.com/product-detail/Factory-Direct-Hot-Sales-Mouse-Fabrication_1600320275649.html,Factory Direct Hot Sales Mouse Fabrication PCBA For,Oxygen,Concentrator,,https://www.alibaba.com/product-detail/Quality-Choice-Inverter-Air-Cooler-Lifting_1600320418072.html,Quality Choice Inverter Air Cooler Lifting Table Controller PCB Electronic Board Assembly Programmable PCB,,,,https://www.alibaba.com/product-detail/Customized-Professional-Multilayer-SMT-Manufacturing-Fan_1600320245815.html,Customized Professional Multilayer SMT Manufacturing Fan Dimmer PCBA For Concept Racing Car,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Pcb,Pcba,Battery protection board",Country/Region:,China,Total Revenue:,Above US$100 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 30%,Eastern Asia 30%,North America 23%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=259678747&chkCompanyIds_f=IDX1QKwVDk1M5WICeS8lINWfmnuYvsXiInn9DLRuipQG4eiHkR5KMGlx-zf7cFAnjXZc&tracelog=contactOrg,Leave Messages
9,YRS,"Hubei Nice Beauty Equipment Co., Ltd.",http://nicebeautyequipment.en.alibaba.com/company_profile.html#top-nav-bar,,,http://nicebeautyequipment.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Multi-function-Skin-font-b-Oxygen_60264135903.html,Multi-function Skin  Therapy for Facial with Multipolar RF and Oxigen Device,Oxygen,,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"HIFU,Cryolipolysis Machine,Fat Freezing,Cavitation,808nm Laser Hair Removal",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Western Europe 20%,North America 15%,Eastern Europe 10%,Transactions(6 months),38,"$30,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=230292804&chkCompanyIds_f=IDX1HJsRF1lhL5HEDB6GExxfwr7WSPnKQPLdMRdGBCkR5gQgK1Ch073LNL15WacDzKMH&tracelog=contactOrg,Leave Messages
2,YRS,"Honde Technology Co., Ltd.",http://hondetec.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://hondetec.en.alibaba.com/contactinfo.html,Video,http://hondetec.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Immediate Response,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://activity.alibaba.com/sale/suppliertags.html,Good Reputation Supplier,https://www.alibaba.com/product-detail/Hondetec-High-Resolution-Low-Power-Soil_1600336134167.html,Hondetec High Resolution Low Power Soil  Meter For Agricultural,Oxygen,Oxygen,Oxygen,https://www.alibaba.com/product-detail/High-Precision-Lora-Lorawan-RS485-4_1600334913038.html,High Precision Lora Lorawan RS485 4~20mA 0~5V 0~10V Soil  Sensor,,,,https://www.alibaba.com/product-detail/Hondetec-Accurately-Measures-High-Resolution-Soil_1600336033812.html,Hondetec Accurately Measures High Resolution Soil  Sensor For Farm,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Agcirulcutre machine,Soil sensors,Water flow sensors,Water quality sensors,Weather station sensors",Country/Region:,China,Total Revenue:,US$50 Million - US$100 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 15%,Central America 10%,South America 10%,Transactions(6 months),131,"$160,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=239852573&chkCompanyIds_f=IDX1QRUJRIu8WAN2G5DclCi1uvYaUJgHUgWDfH1AnXr00BFLcIcfJXx873lI8MY3xeQs&tracelog=contactOrg,Leave Messages
1,YR,"Xingzhan Automotive Technology (shaoxing) Co., Ltd.",http://cgautotech.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://cgautotech.en.alibaba.com/contactinfo.html,,,https://activity.alibaba.com/sale/suppliertags.html,Total Trading Staff (6),https://activity.alibaba.com/sale/suppliertags.html,Total Staff (9),https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://www.alibaba.com/product-detail/Lambda-font-b-Oxygen-b-font_1600323096601.html,"Lambda  Sensor For Abarth, OEM 0258006206 for ALFA ROMEO Fiat Iveco",Oxygen,,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,Auto Parts,Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Eastern Europe 30%,Mid East 30%,South America 20%,Transactions(6 months),86,"$80,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=260099638&chkCompanyIds_f=IDX1bjvhrERVkoFXnJE9U1y6Padmd7UkTjPRXnQmCBGFFAhE-sc9FonNEY0KHzWd1J_m&tracelog=contactOrg,Chat Now!
6,YRS,"Hiross (zhangzhou) Industrial Machinery Co., Ltd.",http://hiross.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://hiross.en.alibaba.com/contactinfo.html,Video,http://hiross.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,"Total Floorspace (4,208㎡)",https://activity.alibaba.com/sale/suppliertags.html,Finished Product Inspection,https://activity.alibaba.com/sale/suppliertags.html,Self-branded Products (2),https://www.alibaba.com/product-detail/PSA-font-b-Oxygen-b-font_1600147144648.html,PSA  Plant Medical  Generator for Hospital,Oxygen,Oxygen,Oxygen,https://www.alibaba.com/product-detail/5L-Home-Use-Medical-Portable-font_1600235220201.html,5L Home Use Medical Portable  Generator Price factory Sale Portable,Concentrator,Oxygen,Oxygen,https://www.alibaba.com/product-detail/High-quality-portable-10L-medical-home_1600235162886.html,High quality portable 10L medical home hospital,Concentrator,oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,Air Dryer,Country/Region:,China,Total Revenue:,Above US$100 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 70%,Southeast Asia 9%,North America 6%,Transactions(6 months),46,"$210,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=237831873&chkCompanyIds_f=IDX1afpAXbyvpzkEOohqHrQOvl9qewwPFbk85wBcbr_20kcNTJ3J_ByES8Gkxcgba44k&tracelog=contactOrg,Chat Now!
8,YRS,"Zhangjiagang Bestran Technology Co., Ltd.",http://bestran.en.alibaba.com/company_profile.html#top-nav-bar,,,http://bestran.en.alibaba.com/contactinfo.html,Video,http://bestran.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/BT-OC06-hospital-220v-electric-portable_62387676413.html,"BT-OC06 hospital 220v electric portable   medical, 10 liter   price",oxygen,concentrators,oxygen,https://www.alibaba.com/product-detail/BT-OC02-5L-8L-10L-medical_60832230388.html,BT-OC02 5L 8L 10L medical   mobile portable   price,concentrator,oxygen,concentrator,https://www.alibaba.com/product-detail/BT-OC06-Cheap-Medical-equipment-portable_1600342908098.html,BT-OC06 Cheap Medical equipment portable LCD screen   machine 8L Price,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Hospital bed,Medical trolley,Stretcher,Operating light,operating table",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",South America 45%,Mid East 10%,Central America 10%,Transactions(6 months),6,"$20,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=232115303&chkCompanyIds_f=IDX1QaYjVfKdpWwfPNYjh_YklMDM8aCErljf55lwPLtsK5raePCruzIUQugm-AQUIFmT&tracelog=contactOrg,Chat Now!
4,YRS,"Qingdao Hengze Silica Gel Products Co., Ltd.",http://hz-silicagel.en.alibaba.com/company_profile.html#top-nav-bar,,,http://hz-silicagel.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Zeolite-Molecular-Sieve-3A-4A-5A_1600198405547.html,Zeolite Molecular Sieve 3A 4A 5A 13X   cheap price made in china,Oxygen,Concentrator,,https://www.alibaba.com/product-detail/High-Quality-Adsorbent-Zeolite-3A-4A_1600185503586.html,High Quality Adsorbent Zeolite 3A 4A 5A 13X Molecular Sieve,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"silica-gel desiccant,column chromatography silica gel,allochroic silicagel,silica gel cat litter,silica gel absorber",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 48%,North America 20%,South Asia 9%,Transactions(6 months),11,"$10,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=242438555&chkCompanyIds_f=IDX1j9nRACPo7f8hgXcbu4S4b1lWKnpIuzhDCl6HsVBYamr4wPog2ga4gvTwPCpxKC7m&tracelog=contactOrg,Chat Now!
3,YRS,"Wuxi Yongan Electronic Technology Co., Ltd.",http://yadz.en.alibaba.com/company_profile.html#top-nav-bar,,,http://yadz.en.alibaba.com/contactinfo.html,Video,http://yadz.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Industrial-Explosionproof-Fixed-Gas-Analyzer-font_1600189715050.html,Industrial Explosionproof Fixed Gas Analyzer   Alarm Analyzer O2,Oxygen,Concentration,Oxygen,https://www.alibaba.com/product-detail/Industrial-High-Precision-Trace-font-b_62293471310.html,Industrial High Precision Trace  Zirconia online  Gas Analyzer,Oxygen,oxygen,oxygen,https://www.alibaba.com/product-detail/Explosion-proof-zirconia-font-b-oxygen_1600106078987.html,Explosion-proof zirconia  analyzer detector monitor for chimney  monitoring,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Flammable/Toxic Gas Alarm,Spark Detection Extinguishing System,VOCS Online Monitor,Automatic Instruments,PLC/DCS Automatic Control System",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 50%,Eastern Asia 20%,South Asia 10%,Transactions(6 months),22,"$10,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=244627797&chkCompanyIds_f=IDX1p8scp3QzudekPtW7vRXaD2ZqXtyf4ZgK5_0qQxJIUPAMeibKdeEj2WiB_75s13ws&tracelog=contactOrg,Chat Now!
4,YRS,"Shanghai Jheyewear Co., Ltd.",http://suertreeeyewear.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://suertreeeyewear.en.alibaba.com/contactinfo.html,Video,http://suertreeeyewear.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(6 Year),https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,,,https://www.alibaba.com/product-detail/disposable-nebulizer-high-flow-font-b_1600213020710.html,disposable nebulizer high flow   facial masks kit medical  face mask with reservoir bag,oxygen,concentration,oxygen,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Sunglasses,Reading Glasses,Optical Frames,Eyeglasses Accessories,Goggles",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 30%,Western Europe 20%,Southeast Asia 10%,Transactions(6 months),375,"$480,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=244557175&chkCompanyIds_f=IDX1QTpqJzX1mJ3WMXTiogN1Sq-BBbDEffbuILMO0CsOXnHJmfQmoRlVzi-hWfi9EvbS&tracelog=contactOrg,Chat Now!
7,YRS,"Guangdong Pigeon Medical Apparatus Co., Ltd.",http://gdgezi.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://gdgezi.en.alibaba.com/contactinfo.html,Video,http://gdgezi.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Supplier Assessment Procedures,https://activity.alibaba.com/sale/suppliertags.html,Test Machines (5),https://activity.alibaba.com/sale/suppliertags.html,Patents Awarded (10),https://www.alibaba.com/product-detail/-font-b-oxygen-b-font_1600427648769.html,medical air compressor oil free provide continuous medical quality air,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/medical-equipment-infant-CPAP-parts-font_1600341203781.html,medical equipment infant CPAP parts  analyzer for Medical Applications,oxygen,concentrator,,https://www.alibaba.com/product-detail/hospital-equipment-portable-font-b-oxygen_1600348376040.html,hospital equipment portable - infant CPAP machine,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"INFANT CPAP,INFANT RESUSCITATOR,AIR  BLENDER,HUMIDIFIER,MEDICAL AIR COMPRESSOR",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 80%,Southeast Asia 4%,South America 4%,Transactions(6 months),14,"$10,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=233254869&chkCompanyIds_f=IDX1lqmhBCFaREvmX3HyJHqwy_igdaYfMXDpIhBcyyyNMGc5Y8odbp6SYQl3hZsMQxoS&tracelog=contactOrg,Chat Now!
7,YRS,"Huizhou Cartee Electric & Machinery Co., Ltd.",http://carteeair.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://carteeair.en.alibaba.com/contactinfo.html,Video,http://carteeair.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://activity.alibaba.com/sale/suppliertags.html,Centralized Procurement Available,https://activity.alibaba.com/sale/suppliertags.html,Customization From Samples,https://www.alibaba.com/product-detail/air-compressor-for-ozone-treatment-Air_60753022229.html,"air compressor for ozone treatment, Air compressor for  generator,",oxygen,oxygen,concentrator,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Portable Air Compressors,Hard Mount Air Compressors,Air Accessories",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 50%,Western Europe 30%,South America 12%,Transactions(6 months),159,"$3,800,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=235311971&chkCompanyIds_f=IDX1e-DXD7J3CTrylLQPEBJHAOc2U77kikz7dBVPmQeKK-NeYEjAoIs1mPhJdUD2hJsH&tracelog=contactOrg,Chat Now!
2,YRS,"Shenzhen Katuo Chuangxin Technology Co., Ltd.",http://inkson.en.alibaba.com/company_profile.html#top-nav-bar,,,http://inkson.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/INKSON-font-b-Oxygen-b-font_1600113195924.html,INKSON   Detector Gas Sensor S+4OX  Sensor,Oxygen,Concentration,Oxygen,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Integrated Circuit,Connector,Relay,Capacitor,Resistor",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",South America 15%,North America 15%,South Asia 10%,Transactions(6 months),97,"$280,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=247940024&chkCompanyIds_f=IDX1SnpW-8mXBSOzE0ZkbPoXQbVDEn05whS5hARxjgxGdXy4eNL9InWNrwyv01-V_9Y-&tracelog=contactOrg,Chat Now!
1,YR,"DANYANG KAIYU IMP&EXP CO.,LTD",http://kaiyuoptical.en.alibaba.com/company_profile.html#top-nav-bar,,,http://kaiyuoptical.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600325686466.html,8L KY-8W,Oxygen,Concentrator,Oxygen,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600328052984.html,3L KY-3A,Concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600325600884.html,10L KY-10W,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"medical equipment,optical frames,sports equipment,outdoor sports",Country/Region:,China,Top 3 Markets:,Eastern Europe 40%,,", 
                                                                                                                                ,",North America 40%,South America 30%,,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=256809876&chkCompanyIds_f=IDX1oF08KVYdm2VRAPvfYSND-HBiLeyYPyMlchdXS7mDrOJEkYBeDNpDrtGsJhPKS-Qo&tracelog=contactOrg,Chat Now!
